row_id,account_id,record_id,status,booking_date,value_date,direction,currency,signed_amount,abs_amount,counterparty_name,remittance
24,bdd640fb-0667-4ad1-9c80-317fa3b1799d,a8057c54ab5f5660,BOOKED,2024-08-10,2024-08-12,OUT,EUR,-1210.92,1210.92,Andres Mets,Service fee
25,bdd640fb-0667-4ad1-9c80-317fa3b1799d,52d5b7e7b476911c,BOOKED,2024-09-02,2024-09-03,OUT,EUR,-8042.51,8042.51,Emma Mets,Salary September
26,bdd640fb-0667-4ad1-9c80-317fa3b1799d,c1aedff2fd6fa407,BOOKED,2024-09-23,2024-09-24,OUT,EUR,-9085.13,9085.13,Tomas Oja,Loan repayment September
27,bdd640fb-0667-4ad1-9c80-317fa3b1799d,45ea241fd2668489,BOOKED,2024-10-05,2024-10-05,IN,EUR,9084.2,9084.2,Katrin Mets,Refund order JD84U89Y
28,bdd640fb-0667-4ad1-9c80-317fa3b1799d,1cc569eb9e024c03,PENDING,,2024-10-07,OUT,EUR,-3809.66,3809.66,Stefan Rossi,Grocery store purchase
29,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3497b56ae9c85247,BOOKED,2024-10-22,2024-10-22,IN,EUR,4705.53,4705.53,Ingrid Kuusk,Service fee
30,bdd640fb-0667-4ad1-9c80-317fa3b1799d,da30ef14057f7cb9,BOOKED,2024-11-15,2024-11-16,IN,EUR,2036.38,2036.38,Markus Saar,Subscription renewal
31,bdd640fb-0667-4ad1-9c80-317fa3b1799d,dbca16b2f97b1457,BOOKED,2024-11-21,2024-11-23,IN,EUR,1529.24,1529.24,Mart Tamm,Transfer to savings
32,bdd640fb-0667-4ad1-9c80-317fa3b1799d,6a9d87d0bbc578b6,BOOKED,2024-11-28,2024-11-29,OUT,EUR,-4649.27,4649.27,Felix Smith,Subscription renewal
33,bdd640fb-0667-4ad1-9c80-317fa3b1799d,96880286690fb8aa,BOOKED,2024-12-05,2024-12-05,IN,EUR,2645.39,2645.39,Peeter Saar,Salary December
34,bdd640fb-0667-4ad1-9c80-317fa3b1799d,53958a4251cff6c0,BOOKED,2024-12-23,2024-12-24,OUT,EUR,-1678.72,1678.72,Stefan Lepp,Invoice 43D8W3ZP
35,bdd640fb-0667-4ad1-9c80-317fa3b1799d,d46e58171182f584,BOOKED,2024-12-23,2024-12-24,OUT,EUR,-1167.64,1167.64,Jan Kask,Tax payment N9N6XCJ8
